,사업지역(시군구),포획일자,포획장소,털색,몸무게(kg),품종,연령,성별,건강상태,특이사항,상태,TNR일자,TNR병원,방사일자,방사장소,종결정보,장소일치여부
2891,북구,2023-07-17,북구 대현로39,검정,2.0,코숏,0 - 6개월,수컷,양호,특이 사항 없음 ,방사,2023-07-17,북부동물병원,2023-07-18,북구 대현로39,-,False
2892,북구,2023-07-17,북구 대현로39,노랑,2.0,코숏,0 - 6개월,수컷,양호,특이 사항 없음 ,방사,2023-07-17,북부동물병원,2023-07-18,북구 대현로39,-,False
2893,북구,2023-07-17,북구 대현로39,삼색,3.4,코숏,2살,암컷,치료요함,콧등 상처,방사,2023-07-17,북부동물병원,2023-07-20,북구 대현로39,-,False
2894,북구,2023-07-17,북구 대현로39,삼색,2.0,코숏,0 - 6개월,암컷,양호,특이 사항 없음 ,방사,2023-07-17,북부동물병원,2023-07-20,북구 대현로39,-,False
2895,북구,2023-07-17,북구 대현로39,검정+흰색,2.0,코숏,0 - 6개월,암컷,양호,특이 사항 없음 ,방사,2023-07-17,북부동물병원,2023-07-20,북구 대현로39,-,False
2896,북구,2023-07-17,북구 대현로39,고등어,3.5,코숏,2살,암컷,양호,특이 사항 없음 ,방사,2023-07-17,북부동물병원,2023-07-20,북구 대현로39,-,False
2897,북구,2023-07-17,북구 대현로39,치즈,2.3,코숏,0 - 6개월,수컷,양호,특이 사항 없음 ,방사,2023-07-17,북부동물병원,2023-07-18,북구 대현로39,-,False
2898,달성군,2023-07-17,대구 달성군 다사읍 달구벌대로 893,회백,3.0,한국고양이,1살,암컷,양호,.,방사,2023-07-17,119동물병원,2023-07-20,대구 달성군 다사읍 달구벌대로 893,-,False
2899,군위군,2023-07-17,소보면 내의리,검정,6.0,코숏,추정불가,수컷,양호,검정색 사람 손 탐,방사,2023-07-17,군위종합동물병원,2023-07-18,소보면 내의리,-,False
2900,군위군,2023-07-17,군위읍 정리,검정색에 흰색,2.8,코숏,0 - 6개월,암컷,양호,검정색에 흰 배,방사,2023-07-17,군위종합동물병원,2023-07-20,군위읍 정리,-,False
2901,동구,2023-07-15,대구광역시 동구 도동 306,회색,3.0,코숏,2살,암컷,양호,머리 탈모,방사,2023-07-15,동대구동물의료센터,2023-07-20,대구광역시 동구 도동 306,-,False
2902,동구,2023-07-15,대구광역시 동구 도동 306,치즈,4.5,코숏,2살,수컷,양호,코에 상처,방사,2023-07-15,동대구동물의료센터,2023-07-20,대구광역시 동구 도동 306,-,False
2903,달서구,2023-07-14,조암남로16길20,노랑흰색,4.2,믹스,2살,수컷,양호,없음,방사,2023-07-14,동행동물병원,2023-07-15,조암남로16길20,-,False
2904,북구,2023-07-14,북구 대학로13길3-9,삼색,2.0,코숏,1살,암컷,양호,특이 사항 없음 ,방사,2023-07-14,북부동물병원,2023-07-17,북구 대학로13길3-9,-,False
2905,동구,2023-07-14,대구광역시 동구 도동 306,치즈,3.7,코숏,1살,수컷,양호,뒷발 흰색,방사,2023-07-14,동대구동물의료센터,2023-07-15,대구광역시 동구 도동 306,-,False
2906,동구,2023-07-14,대구광역시 동구 팔공로 28길 66,흰 연노,5.3,코숏,3살,수컷,치료요함,얼굴 상처,방사,2023-07-14,동대구동물의료센터,2023-07-15,대구광역시 동구 팔공로28길 66,-,True
2907,서구,2023-07-14,큰장로 109-15,흑갈색태비,3.1,코숏,0 - 6개월,수컷,양호,.,방사,2023-07-14,대구시수의사회(평리),2023-07-15,큰장로 109-15,-,False
2908,서구,2023-07-14,큰장로109-15,고등어태비,4.0,한국고양이,2살,수컷,양호,온순함,방사,2023-07-14,대구시수의사회(삼성),2023-07-15,큰장로 109-15,-,True
2909,서구,2023-07-14,큰장로 109-15,황갈색 고등어,3.12,한국고양이,0 - 6개월,수컷,양호,긴 꼬리,방사,2023-07-14,대구수의사회(아이펫),2023-07-15,큰장로 109-15,-,False
2910,달서구,2023-07-13,월곡로53동길32,흰색,4.0,믹스,1살,암컷,양호,없음,방사,2023-07-13,동행동물병원,2023-07-17,월곡로53동길32,-,False
2911,동구,2023-07-13,대구시 동구 안심로 49길 98,블랙,2.38,코숏,1살,암컷,양호,건강 양호,방사,2023-07-13,앨리스동물병원,2023-07-17,대구시 동구 안심로 49길 98,-,False
2912,동구,2023-07-13,대구시 동구 안심로 49길 98,고등어,3.52,코숏,1살,암컷,양호,건강 양호,방사,2023-07-13,앨리스동물병원,2023-07-17,대구시 동구 안심로 49길 98,-,False
2913,동구,2023-07-13,대구광역시 동구 도동 306,치즈,4.6,코숏,1살,수컷,양호,뒷발 흰색,방사,2023-07-13,동대구동물의료센터,2023-07-14,대구광역시 동구 도동 306,-,False
2914,서구,2023-07-13,큰장로 109-15,갈색태비,3.1,코숏,0 - 6개월,수컷,양호,.,방사,2023-07-13,대구시수의사회(평리),2023-07-15,큰장로 109-15,-,False
2915,군위군,2023-07-13,산성면 화본리,검정,3.5,코숏,1살,암컷,양호,검정색에 흰 무늬,방사,2023-07-14,군위종합동물병원,2023-07-17,산성면 화본리,-,False
2916,북구,2023-07-12,북구 대현로19길10,노랑+흰색,4.0,코숏,2살,수컷,치료요함,머리+목 상처,방사,2023-07-12,북부동물병원,2023-07-13,북구 대현로19길10,-,False
2917,동구,2023-07-12,대구시 동구 안심로 49길 98,치즈,3.66,코숏,1살,수컷,양호,건강 양호,방사,2023-07-12,앨리스동물병원,2023-07-13,대구시 동구 안심로 49길 98,-,False
2918,달서구,2023-07-12,달서구 성서공단북로43길6,삼색,2.7,코숏,2살,암컷,양호,없음,방사,2023-07-12,온누리동물병원,2023-07-15,달서구 성서공단북로43길6,-,False
2919,북구,2023-07-12,북구 구리로 183-28,치즈,3.5,코숏,1살,암컷,양호,2주항생제투여,방사,2023-07-12,강동물병원,2023-07-15,북구 구리로 183-28,-,False
2920,동구,2023-07-12,대구시 동구 안심로 49길 98,고등어,4.8,코숏,1살,수컷,양호,건강 양호,방사,2023-07-12,앨리스동물병원,2023-07-13,대구시 동구 안심로 49길 98,-,False
2921,북구,2023-07-12,북구 구리로 183-28,삼색,3.7,코숏,1살,암컷,양호,2주항생제투여,방사,2023-07-12,강동물병원,2023-07-15,북구 구리로 183-28,-,False
2922,동구,2023-07-12,대구광역시 동구 도동 306,치즈,2.7,코숏,1살,암컷,양호,귀에 진드기,방사,2023-07-12,동대구동물의료센터,2023-07-15,대구광역시 동구 도동 306,-,False
2923,서구,2023-07-12,큰장로109-15,백갈,2.0,코숏,1살,암컷,치료요함, ,방사,2023-07-12,대구시수의사회(더펫),2023-07-15,큰장로109-15,-,False
2924,달서구,2023-07-11,달서구 호산동로7길22,검정,3.0,코숏,2살,암컷,양호,난소낭종있음,방사,2023-07-11,온누리동물병원,2023-07-14,달서구 호산동로7길22,-,False
2925,달서구,2023-07-11,달서구 호산동로7길22,회갈색,3.1,코숏,3살,암컷,양호,없음,방사,2023-07-11,온누리동물병원,2023-07-14,달서구 호산동로7길22,-,False
2926,북구,2023-07-11,북구 대현로19길10,노랑+흰색,4.3,코숏,2살,수컷,양호,특이 사항 없음 ,방사,2023-07-11,북부동물병원,2023-07-12,북구 대현로19길10,-,False
2927,북구,2023-07-11,북구 대현로19길10,검정,3.8,코숏,2살,수컷,양호,특이 사항 없음 ,방사,2023-07-11,북부동물병원,2023-07-12,북구 대현로19길10,-,False
2928,동구,2023-07-11,대구시 동구 안심로 49길 98,치즈,3.28,코숏,1살,암컷,양호,건강 양호,방사,2023-07-11,앨리스동물병원,2023-07-14,대구시 동구 안심로 49길 98,-,False
2929,동구,2023-07-11,대구시 동구 안심로 49길 98,태비,2.72,코숏,1살,암컷,양호,건강 양호,방사,2023-07-11,앨리스동물병원,2023-07-14,대구시 동구 안심로 49길 98,-,False
2930,서구,2023-07-11,서구 큰장로 109-15일대,고등어태비,2.0,코숏,0 - 6개월,암컷,양호,.,방사,2023-07-11,대구시수의사회(보경),2023-07-14,서구 큰장로 109-15일대,-,False
2931,동구,2023-07-11,대구광역시 동구 팔공로 28길 66,흰 노,5.3,코숏,2살,수컷,양호,얼굴에 상처,방사,2023-07-11,동대구동물의료센터,2023-07-12,대구광역시 동구 팔공로 28길 66,-,False
2932,서구,2023-07-11,큰장로 109-15,짙은 황갈색 고등어,2.12,한국고양이,0 - 6개월,암컷,양호,긴 꼬리,방사,2023-07-11,대구수의사회(아이펫),2023-07-14,큰장로 109-15,-,False
2933,서구,2023-07-11,큰장로 109-15,황갈색 고등어,2.08,한국고양이,0 - 6개월,암컷,양호,배쪽과 발끝은 흰색. 꼬리끝 꺽임.,방사,2023-07-11,대구수의사회(아이펫),2023-07-14,큰장로 109-15,-,False
2934,동구,2023-07-10,대구시 동구 안심로 49길 98,치즈,3.34,코숏,1살,암컷,양호,건강 양호,방사,2023-07-10,앨리스동물병원,2023-07-13,대구시 동구 안심로 49길 98,-,False
2935,북구,2023-07-10,북구 대현로19길10,삼색,2.7,코숏,2살,암컷,치료요함,머리위 상처,방사,2023-07-10,북부동물병원,2023-07-13,북구 대현로19길10,-,False
2936,동구,2023-07-10,대구광역시 동구 도동 306,치즈,2.2,코숏,1살,암컷,양호,너무 말랐음,방사,2023-07-10,동대구동물의료센터,2023-07-14,대구광역시 동구 도동 306,-,False
2937,동구,2023-07-10,대구시 동구 안심로 49길 98,고등어,4.44,코숏,1살,암컷,양호,건강 양호,방사,2023-07-10,앨리스동물병원,2023-07-13,대구시 동구 안심로 49길 98,-,False
2938,동구,2023-07-10,대구시 동구 안심로 49길 98,턱시도,4.92,코숏,1살,수컷,양호,건강 양호,방사,2023-07-10,앨리스동물병원,2023-07-11,대구시 동구 안심로 49길 98,-,False
2939,서구,2023-07-10,대구광역시 서구 서대구로62길 92 (비산동),고등어태비,4.9,코숏,2살,수컷,양호, ,방사,2023-07-10,대구시수의사회(더펫),2023-07-11,대구광역시 서구 서대구로62길 92 (비산동),-,False
2940,달서구,2023-07-08,대구시 달서구 월배로 74동길 46,흰색검정색,2.76,코숏,1살,암컷,양호,없음,방사,2023-07-08,세림종합동물병원,2023-07-11,대구시 달서구 월배로 74동길 46,-,False
2941,동구,2023-07-08,대구광역시 동구 입석로 64-2,치즈,3.1,코숏,2살,암컷,양호,갈색 줄무늬 치즈,방사,2023-07-08,동대구동물의료센터,2023-07-11,대구광역시 동구 입석로 64-2,-,False
2942,동구,2023-07-08,대구광역시 동구 입석로 64-2,치즈,3.3,코숏,2살,수컷,양호,이마에 상처,방사,2023-07-08,동대구동물의료센터,2023-07-10,대구광역시 동구 입석로 64-2,-,False
2943,동구,2023-07-08,대구광역시 동구 입석로 64-2,검 갈,2.8,코숏,1살,암컷,양호,오른쪽 눈 위 상처,방사,2023-07-08,동대구동물의료센터,2023-07-11,대구광역시 동구 입석로 64-2,-,False
2944,동구,2023-07-08,대구광역시 동구 입석로 64-2,치즈,4.8,코숏,3살,수컷,양호,콧등 상처,방사,2023-07-08,동대구동물의료센터,2023-07-10,대구광역시 동구 입석로 64-2,-,False
2945,북구,2023-07-08,북구 양지마을길 55,삼색,2.5,코숏,1살,암컷,양호,무,방사,2023-07-08,강동물병원,2023-07-11,북구 양지마을길 55,-,False
2946,북구,2023-07-07,북구 칠성시장로34,검정+흰색,3.6,코숏,3살,수컷,양호,특이 사항 없음 ,방사,2023-07-07,북부동물병원,2023-07-08,북구 칠성시장로34,-,False
2947,북구,2023-07-07,관음동로 17길16,삼색,2.6,코숏,1살,암컷,양호,2주항생제투여,방사,2023-07-07,강동물병원,2023-07-10,북구 관음동로 17길16,-,True
2948,달성군,2023-07-07,단산3길 62,흰갈,2.1,믹스,1살,수컷,양호,없음,방사,2023-07-07,동인동물병원,2023-07-09,단산3길 62,-,False
2949,북구,2023-07-07,관음동로 17길16,호랑이,5.0,코숏,1살,암컷,양호,2주항생제투여.단미술,방사,2023-07-07,강동물병원,2023-07-10,북구 관음동로 17길16,-,True
2950,달성군,2023-07-07,가창면 우록길79-58,흰검갈,3.1,믹스,1살,암컷,양호,없음,방사,2023-07-07,동인동물병원,2023-07-10,가창면 우록길79-58,-,False
2951,북구,2023-07-07,관음동로 17길16,고등어,2.9,코숏,1살,암컷,양호,2주항생제투여,방사,2023-07-07,강동물병원,2023-07-10,북구 관음동로 17길16,-,True
2952,수성구,2023-07-07,수성구 동대구로 52길 55,카오스,3.3,코숏,1살,암컷,양호,.,방사,2023-07-07,허동물병원,2023-07-10,수성구 동대구로 52길 55,-,False
2953,동구,2023-07-07,대구광역시 동구 아양로 53-4,검 황,3.7,코숏,2살,암컷,양호,검은 줄무늬,방사,2023-07-07,동대구동물의료센터,2023-07-10,대구광역시 동구 아양로 53-4,-,False
2954,달성군,2023-07-07,테크노중앙대로 326-55 인근,삼색이,2.5,코숏,2살,암컷,양호,없음,방사,2023-07-07,현풍동물병원,2023-07-10,테크노중앙대로 326-55 인근,-,False
2955,북구,2023-07-06,관음동로 17길16,호랑이,2.8,코숏,1살,암컷,양호,2주항생제투여,방사,2023-07-06,강동물병원,2023-07-10,북구 관음동로 17길16,-,True
2956,수성구,2023-07-06,수성구 범물2동 1341-5,흰 + 노랑,4.84,코숏,6살,수컷,양호,.,방사,2023-07-06,멘토동물병원,2023-07-07,범물2동 1341-5,-,True
2957,달성군,2023-07-06,테크노북로 4길 11,노란색,4.0,믹스,2살,수컷,양호,없음,방사,2023-07-06,동행동물병원,2023-07-07,테크노북로4길11,-,True
2958,북구,2023-07-06,대구시 북구 검단공단로 21길 54-42,노란색,3.9,믹스,3살,수컷,양호,없음,방사,2023-07-06,가나동물병원,2023-07-07,대구시 북구 검단공단로 21길 54-42,-,False
2959,달서구,2023-07-06,대구시 달서구 월배로 80길 48(송현동1938-2),흰색검정색,3.81,코숏,1살,암컷,양호,없음,방사,2023-07-06,세림종합동물병원,2023-07-10,대구시 달서구 월배로 80길 48(송현동 1938-2),-,True
2960,군위군,2023-07-06,군위읍 동부리,노란색,3.2,코숏,2살,수컷,양호,노란색 치즈 줄무늬,방사,2023-07-06,군위종합동물병원,2023-07-07,군위읍 동부리,-,False
2961,북구,2023-07-06,관음동로 17길16,치즈,3.7,코숏,1살,암컷,양호,2주항생제투여,방사,2023-07-06,강동물병원,2023-07-10,북구 관음동로 17길16,-,True
