,종류,공고번호,발견장소,특징,성별,상태
13712,경기-화성-2024-00833,장안면 온수골1길 ..,없음,수컷,방사,코숏|검정색
13716,서울-영등포-2024-00106,영등포로25길 20..,"상태 양호, 105..",수컷,방사,"코숏|검정,흰색"
13720,충북-충주-2024-00178,살미면 공이동길 5..,갈색,수컷,방사,코숏|갈색
13724,경기-화성-2024-00873,비봉 구포리 533..,무,수컷,방사,코리안숏헤어|흰검
13728,충북-청주-2024-00975,우록길 63-27,없음,수컷,방사,코숏|노랑 흰색
13732,경기-화성-2024-00831,장안면 온수골1길 ..,없음,암컷,방사,코숏|고등어
13736,서울-용산-2024-00202,효창공원,없음,수컷,방사,길고양이|회색검은줄
13740,경기-화성-2024-00878,비봉 구포리 533..,무,수컷,방사,코리안숏헤어|갈검
13744,충북-청주-2024-00974,우록길 63-27,없음,수컷,방사,코숏|흰색
13748,경기-화성-2024-00881,비봉 구포리 533..,무,암컷,방사,코리안숏헤어|갈검
13752,인천-동구-2024-00060,우각로 재개발지역,새끼낳지못하게 포획..,수컷,방사,한국고양이|흰색+노란점
13756,경기-화성-2024-00875,비봉 구포리 533..,무,수컷,방사,코리안숏헤어|흰회검
13760,경기-화성-2024-00876,비봉 구포리 533..,무,암컷,방사,코리안숏헤어|갈검
13764,충북-충주-2024-00179,살미면 공이동길 5..,갈색 줄무늬,수컷,방사,코숏|갈색 줄무늬
13768,경남-거제-2024-00537,용소3길 9,구내염(신고자 보호..,수컷,방사,코숏|카오스
13772,경기-화성-2024-00870,비봉 구포리 533..,무,수컷,방사,코리안숏헤어|황색
13776,경기-안산-2024-00556,고잔동 781 푸르..,없음,암컷,방사,믹스묘|흰색
13780,전북-군산-2024-00301,나포면 뜰아름길 8..,-,수컷,방사,코리안숏헤어|턱시도
13784,경기-부천-2024-00254,(원미구) 심중로 ..,마취후 수술대위에서..,암컷,방사,한국길고양이|삼색이
13788,경기-부천-2024-00253,(원미구) 장말로 ..,고등어,수컷,방사,한국길고양이|고등어
13792,전북-군산-2024-00302,나포면 뜰아름길 8..,-,암컷,방사,코리안숏헤어|카오스
13796,경기-안양-2024-00140,안양시 만안구 박..,"기중성화개체,귀커팅..",암컷,방사,코숏|젖소
13800,인천-남동-2024-00236,인천 남동구 만수서..,"삼색이,우측허리 검..",암컷,방사,ksh|갈색 검정 흰색
13804,경기-평택-2024-00347,도일로165,검정+흰 털,수컷,방사,코숏|검정+흰색
13808,경기-동두천-2024-00030,효담원,건강함,수컷,방사,코숏|고등어
13812,강원-홍천-2024-00094,서면 밤벌길 99-..,순함,수컷,방사,"한국고양이|치즈색, 흰색 등"
13816,충북-영동-2024-00025,충북 영동군 영동읍..,사나움,암컷,방사,한국산|혼합색
13820,전남-목포-2024-00025,목련아파트,25번,수컷,방사,코숏|고등어
13824,전북-군산-2024-00349,나포면 서지길 12..,없음,수컷,방사,코리안숏헤어|치즈
13828,경기-양평-2024-00481,경기도 양평군 옥천..,이상없음으로 중성화..,수컷,방사,코리아 숏헤어|치즈
13832,강원-홍천-2024-00095,서면 밤벌길 99-..,순함,수컷,방사,"한국고양이|검은색, 흰색"
13836,충남-부여-2024-00176,충청남도 부여군 규..,없음,수컷,방사,코리안숏헤어|치즈태비
13840,충북-영동-2024-00022,충북 영동군 영동읍..,사나움,암컷,방사,한국산|혼합색
13844,경기-양평-2024-00482,경기도 양평군 옥천..,이상없음으로 중성화..,수컷,방사,코리아 숏헤어|치즈
13848,부산-연제-2024-00052,쌍미천로45번길39..,연제50,암컷,방사,한국고양이|흰.갈색
13852,강원-인제-2024-00048,북면 늪둔지길 16..,..,수컷,방사,한국고양이|노란색
13856,충북-청주-2024-00956,율천북로 139번길..,가슴 배 부위 흰 ..,암컷,방사,코숏|고등어
13860,경남-진주-2024-00637,동원하이츠 옆 도로..,없음,수컷,방사,"길고양이 |흰색,검정"
13864,충북-청주-2024-00955,토성로214번길,가슴 배 부위 흰 ..,수컷,방사,코숏|치즈
13868,경기-시흥-2024-00305,문화마을로6번길23..,약간순함,암컷,방사,코숏|흰치즈
13872,강원-인제-2024-00045,북면 늪둔지길 16..,..,암컷,방사,한국고양이|갈색/검정색
13876,경남-거제-2024-00536,김영삼대통령 생가 ..,없음,수컷,방사,코숏|노랑
13880,제주-서귀포-2024-00405,대정읍 도원남로 6..,치즈태비,수컷,방사,코리안숏헤어|치즈
13884,경남-산청-2024-00229,경상남도 산청군 단..,없음,수컷,방사,한국 고양이|흰색
13888,대전-중구-2024-00040,대둔산로494번길 ..,없음,수컷,방사,Korean short hair|치즈
13892,제주-서귀포-2024-00404,대정읍 도원남로 6..,갈색고양이,수컷,방사,코리안숏헤어|갈색
13896,대구-동구-2024-00126,대구광역시 동구 팔..,고등어,암컷,방사,코숏|검갈
13900,대전-유성-2024-00167,화암동 마을회관,없음,수컷,방사,KSH|고등어색
13904,경기-안산-2024-00554,반석로 신안2단지 ..,없음,수컷,방사,한국고양이|흰노
13908,경기-고양-2024-00463,주교동1133,,수컷,방사,코숏|턱시도
13912,경기-동두천-2024-00029,건우공업사,건강함,암컷,방사,코숏|고등어
13916,대전-유성-2024-00166,화암동 마을회관,없음,수컷,방사,KSH|황백색
13920,경남-진주-2024-00706,진주성로347번길5..,-,수컷,방사,코숏|흰바탕노란반점
13924,경기-동두천-2024-00032,건우공업사,건강함,암컷,방사,코숏|삼색이
13928,경기-의정부-2024-00292,직곡로 7번길 52..,피하수액 /항생제/..,수컷,방사,코숏|젖소
13932,경기-양평-2024-00484,경기도 양평군 옥천..,이상없음으로 중성화..,수컷,방사,코리아 숏헤어|검흰
13936,경기-안산-2024-00553,반석로 신안2단지 ..,없음,암컷,방사,한국고양이|카오스
13940,경기-안산-2024-00555,반석로 신안2단지 ..,없음,수컷,방사,한국고양이|노랑
13944,경기-화성-2024-00868,비봉 삼화리 106..,무,수컷,방사,코리안숏헤어|흰황
13948,대구-서구-2024-00127,비산동 9-12,.,수컷,방사,KSH|흰색에 흑갈색무늬
13952,경기-구리-2024-00113,토평동 465-13..,없음,암컷,방사,코숏|카오스
13956,대구-서구-2024-00126,내당동 463-7,흰색 많음. 황색 ..,수컷,방사,한국고양이|검회색 줄무늬
13960,인천-중구-2024-00125,율목동태경빌라근처,새끼낳지못하게 포획..,암컷,방사,한국고양이|고등어테비
13964,경기-고양-2024-00460,지축동405-1(마..,,수컷,방사,코숏|젖소
13968,경남-산청-2024-00228,경상남도 산청군 단..,없음,수컷,방사,한국 고양이|노랑 흰색 반점
13972,인천-미추홀-2024-00160,수봉로 129번길 ..,없음,수컷,방사,코숏|흰.노
13976,경남-밀양-2024-00341,하남읍 초하로 63..,없음,수컷,방사,한국고양이|갈색
13980,경기-평택-2024-00346,도일로165,다리쪽 흰털,암컷,방사,코숏|삼색
13984,대구-수성-2024-00202,청호로 438,조용한 성격,수컷,방사,코숏|삼색이
13988,경남-밀양-2024-00340,하남읍 초하로 63..,없음,암컷,방사,한국고양이|흑색
13992,경기-파주-2024-00270,경기도 파주시 조리..,머리에 외상 상처,암컷,방사,코숏|고등어
13996,경남-통영-2024-00202,미진2차,유산으로 하혈,암컷,방사,한국고양이|치즈색
14000,경기-파주-2024-00272,경기도 파주시 조리..,없음,수컷,방사,코숏|고등어
14004,경기-김포-2024-00293,월곶면 고막리 22..,덫 포획 후 이동장..,암컷,방사,야생|검줄/갈/흰
14008,충북-진천-2024-00130,덕산읍 신척서길13..,특이사항없음,수컷,방사,한국고양이|치즈
14012,경기-평택-2024-00345,도일로165,가슴쪽 흰털,암컷,방사,코숏|삼색
14016,경기-파주-2024-00263,황소바위길 128,임신중,암컷,방사,코숏|치즈
14020,경기-파주-2024-00274,경기도 파주시 조리..,없음,암컷,방사,코숏|삼색
14024,경남-밀양-2024-00339,하남읍 초하로 63..,없음,수컷,방사,한국고양이|갈색
14028,경기-화성-2024-00860,송산면 공룡로 73..,-,수컷,방사,코숏|치즈
14032,경남-밀양-2024-00338,하남읍 백산4길 2..,없음,수컷,방사,한국고양이|흑갈색
14036,대구-중구-2024-00079,중앙대로62길 31..,.,암컷,방사,코숏|흰색황색검정
14040,대구-수성-2024-00199,수성구 범물동 60..,.,암컷,방사,코숏|삼색
14044,대구-달성-2024-00212,가창로 1037,없음,수컷,방사,혼합|흰갈
14048,경기-안성-2024-00296,통심길 91-24,없음,수컷,방사,한국|줄무늬/흰색
14052,경기-안산-2024-00552,강촌로 139번길 ..,없음,수컷,방사,한국고양이|노랑
14056,인천-미추홀-2024-00134,수봉남로 13,없음,암컷,방사,코숏|흰색
14060,전북-군산-2024-00294,나포면 뜰아름길 8..,없음,수컷,방사,코리안숏헤어|치즈
14064,대구-수성-2024-00198,수성구 범물동 60..,.,수컷,방사,코숏|흰 + 노랑
14068,경남-밀양-2024-00336,하남읍 백산4길 2..,없음,암컷,방사,한국고양이|삼색
14072,경남-밀양-2024-00329,하남읍 백산4길 2..,없음,수컷,방사,한국고양이|흑색
14076,전북-군산-2024-00299,나포면 뜰아름길 8..,-,수컷,방사,코리안숏헤어|치즈태비
14080,제주-제주-2024-01024,애월읍 사라길 12..,회색고양이,수컷,방사,코리안숏헤어|회색
14084,전북-정읍-2024-00521,양우@ 앞,없음,수컷,방사,길고양이|치즈
14088,서울-용산-2024-00225,서울특별시 용산구 ..,없음,수컷,방사,스코티쉬 폴드|회색
14092,경남-밀양-2024-00334,하남읍 백산4길 2..,없음,암컷,방사,한국고양이|흑갈색
14096,경기-고양-2024-00465,성석동988-1,,수컷,방사,코숏|치즈
14100,경기-고양-2024-00455,향동동 두산아파트,임신,암컷,방사,코숏|검정
14104,제주-제주-2024-01052,한림읍 한림로 14..,고등어,수컷,방사,코숏|고등어
14108,강원-홍천-2024-00007,남면 신대로 109..,순함,수컷,포획,"한국고양이|갈색,흰색"
14112,강원-홍천-2024-00101,서면 한서로 227..,순함,암컷,방사,"한국고양이|흰색, 회색, 갈색 등"
14116,경남-밀양-2024-00323,하남읍 성만남전로 ..,없음,암컷,방사,한국고양이|삼색
14120,경기-고양-2024-00454,향동동 두산아파트,,수컷,방사,코숏|치즈
14124,경기-포천-2024-00125,소흘읍 이곡리 51..,특이사항 없음,암컷,방사,코숏|주황색
14128,경기-고양-2024-00457,효자동188-1,,수컷,방사,코숏|검정
14132,경기-평택-2024-00377,탄현로 368 12..,조금 예민,암컷,방사,코숏|샴 믹스
14136,제주-제주-2024-01051,한림읍 한림로 14..,검정,암컷,방사,코숏|검정
14140,인천-강화-2024-00276,인천광역시 강화군 ..,분홍코,수컷,방사,코숏|젖소
14144,전북-익산-2024-00579,모현동1가 379-..,없음,암컷,방사,KS|삼색
14148,경남-밀양-2024-00324,하남읍 성만남전로 ..,없음,수컷,방사,한국고양이|흑백색
14152,서울-송파-2024-00473,올림픽공원,없음,수컷,방사,코숏|검정
14156,경기-고양-2024-00456,효자동188-1,,암컷,방사,코숏|턱시도
14160,서울-영등포-2024-00102,영등포로 76길 3..,마취후 임신 확인,암컷,방사,한국고양이|고등어색
14164,경남-밀양-2024-00325,하남읍 성만남전로 ..,없음,수컷,방사,한국고양이|백갈색
14168,경기-안산-2024-00547,노송길1,없음,암컷,방사,코숏|젖소
14172,서울-영등포-2024-00103,영등포로 76길 3..,마취후 임신 확인,암컷,방사,한국고양이|고등어색
14176,경기-양평-2024-00487,경기도 양평군 옥천..,이상없음으로 중성화..,암컷,방사,코리아 숏헤어|삼색
14180,대구-수성-2024-00200,들안로 48길 43..,양호,암컷,방사,코숏|고등어
14184,전북-전주-2024-01011,덕진구 쪽구름5길 ..,종합백신 광견병백신..,수컷,방사,KSH|노랑 흰색
14188,인천-강화-2024-00274,인천광역시 강화군 ..,분홍코,암컷,방사,코숏|고등어색
14192,경기-의정부-2024-00289,가능로 74번길 4..,피하수액 /항생제,암컷,방사,코숏|젖소
14196,전북-익산-2024-00578,모현동1가 379-..,없음,수컷,방사,KS|검정.흰색
14200,경남-통영-2024-00189,정량동  하나님교회..,코 위에  피부 염..,암컷,방사,코리안 숏헤어|흰색
14204,대구-동구-2024-00125,대구광역시 동구 팔..,발은 흰털,수컷,방사,코리안숏헤어|흰 노
14208,경남-밀양-2024-00326,하남읍 성만남전로 ..,없음,수컷,방사,한국고양이|흑백색
14212,강원-홍천-2024-00102,서면 한서로 227..,순함,수컷,방사,"한국고양이|흰색, 치즈색 등"
14216,경남-밀양-2024-00327,하남읍 성만남전로 ..,없음,수컷,방사,한국고양이|흑갈색
14220,강원-고성-2024-00144,강원특별자치도 고성..,없음,수컷,방사,한국고양이|흰색 검은색
14224,경북-영천-2024-00243,경북 영천시 유상길..,황흑백삼색이,암컷,방사,코리안숏헤어|황흑백삼색이
14228,인천-중구-2024-00115,선녀바위로 193 ..,길고양이,수컷,방사,한국고양이|흰/검
14232,충남-보령-2024-00257,만수로229,활발,수컷,방사,코숏|갈백색
14236,충북-충주-2024-00146,연원2길,갈색,수컷,방사,코숏|갈색
14240,충남-천안-2024-00624,원거리5길 19,없음,수컷,방사,코숏|고등어
14244,충북-충주-2024-00193,성터 5길 26-3..,갈색,수컷,방사,코숏|갈색
14248,전북-익산-2024-00570,전북특별자치도 익산..,없음,수컷,방사,KS|연갈색줄무늬
14252,대구-중구-2024-00080,동덕로 122,.,수컷,방사,코숏|흰색검정
14256,충북-청주-2024-00948,옥산면 심동로 69..,없음,암컷,방사,코숏|검정 회색 흰색
14260,경남-통영-2024-00191,이순신 공원,임신,암컷,방사,코숏|흰색 노란색
14264,경남-통영-2024-00192,이순신 공원,없음,수컷,방사,코숏|검정
14268,전북-익산-2024-00575,전북특별자치도 익산..,얼굴상처,수컷,방사,KS|연갈색줄무늬
14272,전북-익산-2024-00564,전북특별자치도 익산..,얼굴 상처,수컷,방사,KS|연갈색줄무늬
14276,충북-음성-2024-00090,충청북도 음성군 음..,없음,수컷,방사,코리안숏헤어|흰검
14280,전북-익산-2024-00576,전북특별자치도 익산..,콧등 상처,수컷,방사,KS|흰색.검정
14284,경남-함안-2024-00231,칠서 산업공단내 공..,흰색털바탕에 황색털..,암컷,중성화,한국고양이|흰색털바탕에 황색털과 흑색털의 삼색이
14288,충남-천안-2024-00623,원거리5길 19,없음,암컷,방사,코숏|카오스
14292,충북-진천-2024-00129,소강정1길43-36..,특이사항없음,수컷,방사,한국고양이|바이컬러
14296,충남-공주-2024-00177,공주시 사곡면 말구..,수술불가(임신중),암컷,,한국고양이|검/갈/백
14300,세종-세종-2024-00246,[30037] 세종..,없음,수컷,방사,신-118-0423-1|회색+흰색
14304,인천-강화-2024-00283,인천광역시 강화군 ..,분홍코,암컷,방사,코숏|고등어삼색
14308,제주-제주-2024-01093,건입동 사라봉길 2..,.,수컷,방사,"코숏|흰색, 황토색"
14312,경기-동두천-2024-00028,동두천동 35-4,건강함,암컷,방사,잡종|흰색
14316,경남-통영-2024-00193,이순신 공원,없음,수컷,방사,코숏|흰색 노란색
14320,전북-익산-2024-00574,전북특별자치도 익산..,없음,수컷,방사,KS|연갈색줄무늬
14324,경기-남양주-2024-00849,용정리288-2,"사나움,진통제 투여..",수컷,방사,k.c.|황백
14328,충북-청주-2024-00949,옥산면 심동로 69..,없음,수컷,방사,코숏|검정 갈색
14332,강원-정선-2024-00242,상동,없음,암컷,방사,믹스|삼색
14336,충북-청주-2024-01007,노산 2길 3-71..,없음,암컷,방사,코숏|검정 노랑 흰색
14340,충남-보령-2024-00256,만수로229,활발,수컷,방사,코숏|흰색
