,사업지역(시군구),포획일자,포획장소,몸무게(kg),성별,상태,TNR일자,TNR병원,방사일자,방사장소,방사포획일치
2315,수성구,2023-09-22,수성구 들안로 48길 43,2.46,수컷,방사,2023-09-22,허동물병원,2023-09-23,수성구 들안로 48길 43,True
2316,동구,2023-09-22,대구시 동구 반야월북로 123,3.42,암컷,방사,2023-09-22,앨리스동물병원,2023-09-25,대구시 동구 반야월북로 123,True
2317,동구,2023-09-22,대구시 동구 반야월북로 123,3.98,암컷,방사,2023-09-22,앨리스동물병원,2023-09-25,대구시 동구 반야월북로 123,True
2318,달서구,2023-09-22,달서구 학산로 14,3.28,암컷,방사,2023-09-22,애플동물병원,2023-09-25,달서구 학산로 14,True
2319,중구,2023-09-22,국채보상로 743,2.1,수컷,방사,2023-09-22,대구시수의사회(동인),2023-09-24,국채보상로 743,True
2320,동구,2023-09-22,대구시 동구 반야월북로 123,2.0,수컷,방사,2023-09-22,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,True
2321,달성군,2023-09-22,다사읍 달구벌대로 893,3.0,수컷,방사,2023-09-22,119동물병원,2023-09-23,대구 달성군 다사읍 달구벌대로 893,True
2322,수성구,2023-09-22,수성구 무학로 189,5.0,수컷,방사,2023-09-22,허동물병원,2023-09-23,수성구 무학로 189,True
2323,중구,2023-09-22,대신동 협화맨션,3.01,암컷,방사,2023-09-22,대구시수의사회(동산),2023-09-25,대신동 협화맨션,True
2324,달성군,2023-09-22,테크노중앙대로 326-55 인근,3.0,암컷,방사,2023-09-22,현풍동물병원,2023-09-25,테크노중앙대로 326-55 인근,True
2325,달성군,2023-09-22,테크노중앙대로 326-55 인근,4.0,수컷,방사,2023-09-22,현풍동물병원,2023-09-23,테크노중앙대로 326-55 인근,True
2326,북구,2023-09-22,관음동로 15길8,3.5,수컷,방사,2023-09-22,강동물병원,2023-09-23,관음동로 15길8,True
2327,동구,2023-09-22,대구광역시 동구 아양로 6길 69,5.4,수컷,방사,2023-09-22,동대구동물의료센터,2023-09-23,대구광역시 동구 아양로 6길 69,True
2328,수성구,2023-09-22,들안로 42안길 16,3.7,수컷,방사,2023-09-22,신세계동물병원,2023-09-23,들안로 42안길 16,True
2329,수성구,2023-09-22,들안로 42안길 16,5.28,수컷,방사,2023-09-22,신세계동물병원,2023-09-23,들안로 42안길 16,True
2330,중구,2023-09-22,달구벌대로 1943,3.84,수컷,방사,2023-09-22,대구시수의사회(동산),2023-09-25,달구벌대로 1943,True
2331,동구,2023-09-21,대구시 동구 반야월북로 123,3.88,수컷,방사,2023-09-21,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,True
2332,수성구,2023-09-21,청수로 2-15,6.0,수컷,방사,2023-09-21,예스동물병원,2023-09-22,청수로 2-15,True
2333,동구,2023-09-21,대구시 동구 반야월북로 123,2.0,수컷,방사,2023-09-21,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,True
2334,동구,2023-09-21,대구시 동구 반야월북로 123,3.88,수컷,방사,2023-09-21,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,True
2335,달성군,2023-09-21,현풍서로64,2.0,수컷,방사,2023-09-21,동행동물병원,2023-09-23,현풍서로64,True
2336,달서구,2023-09-21,대구시 달서구 야외음악당로 11길 56,3.8,수컷,방사,2023-09-21,두류동물병원,2023-09-22,야외음악당로 11길 56,True
2337,북구,2023-09-21,관음동로 15길8,2.7,암컷,방사,2023-09-21,강동물병원,2023-09-25,관음동로 15길8,True
2338,달서구,2023-09-21,대구광역시 달서구 앞산순환로51길 69,5.52,수컷,방사,2023-09-21,초록동물병원,2023-09-22,대구광역시 달서구 앞산순환로51길 69,True
2339,수성구,2023-09-21,수성구 무학로 189,4.44,수컷,방사,2023-09-21,허동물병원,2023-09-22,수성구 무학로 189,True
2340,중구,2023-09-21,국채보상로 743,4.1,암컷,방사,2023-09-21,대구시수의사회(동인),2023-09-24,국채보상로 743,True
2341,수성구,2023-09-21,대구광역시 수성구 동원로 30-1,2.9,수컷,방사,2023-09-21,금강동물병원,2023-09-22,동원로30-1,True
2342,수성구,2023-09-21,동원로30-1,2.2,암컷,방사,2023-09-21,금강동물병원,2023-09-25,동원로30-1,True
2343,수성구,2023-09-21,청호로,2.6,암컷,방사,2023-09-21,세인트동물병원,2023-09-25,청호로,True
2344,달성군,2023-09-21,다사읍 서재로 152,4.0,암컷,방사,2023-09-21,119동물병원,2023-09-24,다사읍 서재로152,True
2345,동구,2023-09-21,대구시 동구 반야월북로 123,3.3,암컷,방사,2023-09-21,앨리스동물병원,2023-09-25,대구시 동구 반야월북로 123,True
2346,달성군,2023-09-21,테크노중앙대로 326-55 인근,2.0,수컷,방사,2023-09-21,현풍동물병원,2023-09-22,테크노중앙대로 326-55 인근,True
2347,동구,2023-09-21,대구시 동구 반야월북로 123,2.36,암컷,방사,2023-09-21,앨리스동물병원,2023-09-25,대구시 동구 반야월북로 123,True
2348,수성구,2023-09-21,수성구 파동로 16길 11,2.2,암컷,방사,2023-09-21,허동물병원,2023-09-25,수성구 파동로 16길 11,True
2349,수성구,2023-09-21,수성구 파동로 16길 11,2.16,수컷,방사,2023-09-21,허동물병원,2023-09-22,수성구 파동로 16길 11,True
2350,군위군,2023-09-21,군위읍 동부리,4.4,수컷,방사,2023-09-21,군위종합동물병원,2023-09-22,군위읍 동부리,True
2351,동구,2023-09-20,대구광역시 동구 아양로 6길 69,3.6,암컷,방사,2023-09-20,동대구동물의료센터,2023-09-23,대구광역시 동구 아양로 6길 69,True
2352,달성군,2023-09-20,현풍서로64,2.1,암컷,방사,2023-09-20,동행동물병원,2023-09-23,현풍서로64,True
2353,동구,2023-09-20,대구시 동구 반야월북로 123,2.1,암컷,방사,2023-09-20,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,True
2354,동구,2023-09-20,대구시 동구 반야월북로 123,3.48,암컷,방사,2023-09-20,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,True
2355,달서구,2023-09-20,대구시 달서구 중흥로 5길 40,4.1,수컷,방사,2023-09-20,두류동물병원,2023-09-21,중흥로 5길 40,True
2356,달서구,2023-09-20,대구시 달서구 중흥로 5길 40,5.5,수컷,방사,2023-09-20,두류동물병원,2023-09-21,중흥로 5길 40,True
2357,서구,2023-09-20,통학로46길39-18,2.5,암컷,방사,2023-09-20,대구시수의사회(더펫),2023-09-23,통학로46길39-18,True
2358,달서구,2023-09-20,대구시 달서구 대명천로 16길 73-1,2.0,암컷,방사,2023-09-20,두류동물병원,2023-09-23,달서구 성당동 대명천로 16길 73-1,True
2359,수성구,2023-09-20,들안로32길74-16,2.5,수컷,방사,2023-09-20,금강동물병원,2023-09-21,들안로32길74-16,True
2360,달서구,2023-09-20,대구시 달서구 야외음악당로 11길 56,4.3,수컷,방사,2023-09-20,두류동물병원,2023-09-21,야외음악당로 11길 56,True
2361,동구,2023-09-20,대구광역시 동구 아양로 6길 69,3.8,수컷,방사,2023-09-20,동대구동물의료센터,2023-09-21,대구광역시 동구 아양로 6길 69,True
2362,수성구,2023-09-20,수성구 용학로 316,3.06,수컷,방사,2023-09-20,허동물병원,2023-09-21,수성구 용학로 316,True
2363,동구,2023-09-20,대구시 동구 반야월북로 123,2.08,수컷,방사,2023-09-20,앨리스동물병원,2023-09-21,대구시 동구 반야월북로 123,True
2364,수성구,2023-09-20,수성구 용학로 316,2.28,암컷,방사,2023-09-20,허동물병원,2023-09-23,수성구 용학로 316,True
2365,달성군,2023-09-20,테크노중앙대로 326-55 인근,3.0,암컷,방사,2023-09-20,현풍동물병원,2023-09-23,테크노중앙대로 326-55 인근,True
2366,북구,2023-09-20,관음동로 15길8,2.1,암컷,방사,2023-09-20,강동물병원,2023-09-23,관음동로 15길8,True
2367,동구,2023-09-20,대구시 동구 반야월북로 123,3.98,암컷,방사,2023-09-20,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,True
2368,동구,2023-09-20,대구시 동구 반야월북로 123,2.0,암컷,방사,2023-09-20,앨리스동물병원,2023-09-23,대구시 동구 반야월북로 123,True
2369,북구,2023-09-20,북구 연암로6,3.0,암컷,방사,2023-09-20,북부동물병원,2023-09-23,북구 연암로6,True
2370,중구,2023-09-20,대구광역시 중구 동덕로 122 (삼덕동2가),2.98,암컷,방사,2023-09-20,대구시수의사회(삼덕),2023-09-23,대구광역시 중구 동덕로 122 (삼덕동2가),True
2371,달성군,2023-09-20,다사읍 달구벌대로 893,2.0,수컷,방사,2023-09-20,119동물병원,2023-09-21,대구 달성군 다사읍 달구벌대로 893,True
2372,중구,2023-09-20,남문시장,2.76,암컷,방사,2023-09-20,대구시수의사회(동산),2023-09-24,남문시장,True
2373,서구,2023-09-20,서구 가르뱅이로 102-30일대,2.8,암컷,방사,2023-09-20,대구시수의사회(보경),2023-09-23,서구 가르뱅이로 102-30일대,True
2375,군위군,2023-09-20,소보면 송원리,2.9,암컷,방사,2023-09-20,군위종합동물병원,2023-09-23,소보면 송원리,True
2376,수성구,2023-09-20,청호로,4.0,수컷,방사,2023-09-20,세인트동물병원,2023-09-21,청호로,True
2377,달서구,2023-09-19,대구시 달서구 중흥로 5길40,2.05,암컷,방사,2023-09-20,세림종합동물병원,2023-09-23,대구시 달서구 중흥로 5길40,True
2378,달서구,2023-09-19,대구시 달서구 중흥로 5길 40,3.78,암컷,방사,2023-09-20,세림종합동물병원,2023-09-23,대구시 달서구 중흥로 5길40,True
2379,북구,2023-09-19,관음동로 15길8,3.4,암컷,방사,2023-09-19,강동물병원,2023-09-22,관음동로 15길8,True
2380,수성구,2023-09-19,들안로 52길 44-1,3.8,암컷,방사,2023-09-19,예스동물병원,2023-09-22,들안로 52길 ,True
2381,동구,2023-09-19,대구광역시 동구 아양로 6길 69,2.9,암컷,방사,2023-09-19,동대구동물의료센터,2023-09-22,대구광역시 동구 아양로 6길 69,True
2382,서구,2023-09-19,큰장로 109-15,2.62,암컷,방사,2023-09-19,대구수의사회(아이펫),2023-09-22,큰장로 109-15,True
2383,동구,2023-09-19,대구시 동구 반야월북로 123,3.26,암컷,방사,2023-09-19,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,True
2384,달성군,2023-09-19,현풍서로64,3.0,암컷,방사,2023-09-19,동행동물병원,2023-09-23,현풍서로64,True
2385,달성군,2023-09-19,현풍서로64,2.5,수컷,방사,2023-09-19,동행동물병원,2023-09-20,현풍서로64,True
2386,달성군,2023-09-19,걸미1길 10-1,2.3,수컷,방사,2023-09-19,동행동물병원,2023-09-20,걸미1길 10-1,True
2387,달성군,2023-09-19,노이6길19,3.0,암컷,방사,2023-09-19,동행동물병원,2023-09-22,노이6길19,True
2388,동구,2023-09-19,대구시 동구 반야월북로 123,2.44,암컷,방사,2023-09-19,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,True
2389,동구,2023-09-19,대구시 동구 반야월북로 123,2.6,암컷,방사,2023-09-19,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,True
2390,달서구,2023-09-19,월곡로 51길 78,4.2,수컷,방사,2023-09-19,동행동물병원,2023-09-20,월곡로 51길 78,True
2391,서구,2023-09-19,비산동 778-2,3.2,암컷,방사,2023-09-19,대구시수의사회(평리),2023-09-22,비산동 778-2,True
2392,달서구,2023-09-19,대구시 달서구 중흥로 5길 40,4.1,암컷,방사,2023-09-19,두류동물병원,2023-09-22,달서구 중흥로 5길 40,True
2393,달서구,2023-09-19,대구시 달서구 대명천로 16길 73-1,2.83,수컷,방사,2023-09-19,세림종합동물병원,2023-09-20,대구시 달서구 대명천로 16길 73-1,True
2394,달서구,2023-09-19,대구시 달서구 대명천로 16길 73-1,4.61,암컷,방사,2023-09-19,세림종합동물병원,2023-09-22,대구시 달서구 대명천로16길73-1,True
2395,달서구,2023-09-19,대구시 달서구 대명천로16길 73-1,2.89,수컷,방사,2023-09-19,세림종합동물병원,2023-09-20,대구시 달서구 대명천로 16길 73-1,True
2396,남구,2023-09-19,대구광역시 남구 성당로 162-1 (대명동),2.58,암컷,방사,2023-09-19,리더스동물병원,2023-09-22,대구광역시 남구 성당로 162-1 (대명동)	,True
2397,수성구,2023-09-19,들안로32길 74-16,4.0,암컷,방사,2023-09-19,금강동물병원,2023-09-22,들안로32길 74-16,True
2398,남구,2023-09-19,대구광역시 남구 성당로 162-1 (대명동),2.45,암컷,방사,2023-09-19,리더스동물병원,2023-09-22,대구광역시 남구 성당로 162-1 (대명동)	,True
2399,동구,2023-09-19,대구시 동구 반야월북로 123,6.72,수컷,방사,2023-09-19,앨리스동물병원,2023-09-20,대구시 동구 반야월북로 123,True
2400,동구,2023-09-19,대구시 동구 반야월북로 123,2.54,암컷,방사,2023-09-19,앨리스동물병원,2023-09-22,대구시 동구 반야월북로 123,True
2401,남구,2023-09-19,대구 남구 봉덕로 23길 14-3,6.1,수컷,방사,2023-09-19,독사랑동물병원,2023-09-20,대구 남구 봉덕로 23길 14-3,True
2402,동구,2023-09-19,대구시 동구 반야월북로 123,4.88,수컷,방사,2023-09-19,앨리스동물병원,2023-09-20,대구시 동구 반야월북로 123,True
2403,달성군,2023-09-19,테크노북로164 인근,2.0,암컷,방사,2023-09-19,현풍동물병원,2023-09-22,테크노북로164 인근,True
2404,서구,2023-09-19,달성공원로 13,3.5,암컷,방사,2023-09-19,대구수의사회(아이펫),2023-09-22,달성공원로 13,True
2405,동구,2023-09-19,대구시 동구 반야월북로 123,3.02,수컷,방사,2023-09-19,앨리스동물병원,2023-09-20,대구시 동구 반야월북로 123,True
2406,수성구,2023-09-19,수성구 용학로 316,5.0,수컷,방사,2023-09-19,멘토동물병원,2023-09-22,수성구 용학로 316,True
2407,수성구,2023-09-19,수성구 용학로 316,2.74,암컷,방사,2023-09-19,멘토동물병원,2023-09-22,수성구 용학로 316,True
2408,동구,2023-09-19,대구시 동구 반야월북로 123,3.6,수컷,방사,2023-09-19,앨리스동물병원,2023-09-20,대구시 동구 반야월북로 123,True
2409,동구,2023-09-19,대구광역시 동구 아양로 6길 69,2.0,암컷,방사,2023-09-19,동대구동물의료센터,2023-09-22,대구광역시 동구 아양로 6길 69,True
2410,동구,2023-09-19,대구시 동구 반야월북로 123,5.28,수컷,방사,2023-09-19,앨리스동물병원,2023-09-20,대구시 동구 반야월북로 123,True
2411,수성구,2023-09-19,들안로 32길 74-16,4.86,수컷,방사,2023-09-19,신세계동물병원,2023-09-20,들안로 32길 74-16,True
2412,중구,2023-09-19,대신동 똘이막창,4.0,암컷,방사,2023-09-19,대구시수의사회(동산),2023-09-22,대신동 똘이막창,True
2413,군위군,2023-09-19,군위읍 동부리,2.8,수컷,방사,2023-09-19,군위종합동물병원,2023-09-20,군위읍 동부리,True
2414,중구,2023-09-19,대구광역시 중구 명륜로22안길 33 (대봉동),2.79,암컷,방사,2023-10-19,대구시수의사회(삼덕),2023-10-22,대구광역시 중구 명륜로22안길 33 (대봉동),True
2415,중구,2023-09-19,대신동 센트럴 자이,3.54,암컷,방사,2023-09-19,대구시수의사회(동산),2023-09-22,대신동 센트럴 자이,True
2416,중구,2023-09-19,대신동 센트럴 자이,3.78,암컷,방사,2023-09-19,대구시수의사회(동산),2023-09-22,대신동 센트럴 자이,True
2417,군위군,2023-09-19,우보면 나호리,2.5,암컷,방사,2023-09-19,군위종합동물병원,2023-09-22,우보면 나호리,True
2418,달서구,2023-09-18,상원로180-5,4.0,수컷,방사,2023-09-19,동행동물병원,2023-09-20,상원로180-5,True
2419,동구,2023-09-18,대구시 동구 반야월북로 123,3.44,암컷,방사,2023-09-18,앨리스동물병원,2023-09-21,대구시 동구 반야월북로 123,True
2420,서구,2023-09-18,원대로13길36-15,3.0,암컷,방사,2023-09-18,대구시수의사회(더펫),2023-09-21,원대로13길36-15,True
2421,남구,2023-09-18,대구 남구 봉덕로 23길 14-3,2.5,수컷,방사,2023-09-18,독사랑동물병원,2023-09-19,대구 남구 봉덕로 23길 14-3,True
2422,서구,2023-09-18,문화로32,4.0,암컷,방사,2023-09-18,대구시수의사회(삼성),2023-09-21,문화로32,True
2423,동구,2023-09-18,대구시 동구 반야월북로 123,3.5,암컷,방사,2023-09-18,앨리스동물병원,2023-09-21,대구시 동구 반야월북로 123,True
2424,군위군,2023-09-18,군위읍 동부리,3.1,암컷,방사,2023-09-18,군위종합동물병원,2023-09-19,군위읍 동부리,True
2425,동구,2023-09-18,대구광역시 동구 아양로 6길 69,3.3,암컷,방사,2023-09-18,동대구동물의료센터,2023-09-21,대구광역시 동구 아양로 6길 69,True
2426,동구,2023-09-18,대구광역시 동구 아양로 6길 69,3.4,암컷,방사,2023-09-18,동대구동물의료센터,2023-09-21,대구광역시 동구 아양로 6길 69,True
2427,동구,2023-09-18,대구시 동구 반야월북로 123,3.1,수컷,방사,2023-09-18,앨리스동물병원,2023-09-19,대구시 동구 반야월북로 123,True
