관리번호,사업지역(시도),사업지역(시군구),포획일자,포획장소,털색,몸무게(kg),품종,연령,성별,건강상태,특이사항,상태,TNR일자,TNR병원,방사일자,방사장소,종결정보,포획사진,중성화사진(수술전),중성화사진(수술후),방사사진
4.27345E+14,대구광역시,북구,2024-03-29,북구 학정로 102-7,삼색,2.8,코셧,1년,암컷,양호,2주항생제투여.외부약도포,방사,2024-03-29,강동물병원,2024-04-01,북구 학정로 102-7,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403302203325.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403302203748.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403302203766.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404012304481.jpg
4.27347E+14,대구광역시,달서구,2024-03-29,달서구 진천로 16길 85,흰색 검정색,2.64,코숏,2살 추정,암컷,양호,임신,방사,2024-03-29,애플동물병원,2024-04-01,달서구 진천로 16길 85,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403301603124.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403301603887.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403301603988.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404031404214.jpg
4.27342E+14,대구광역시,동구,2024-03-29,대구시 동구 신서로 72,고등어,3.4,KSH,1,암컷,양호,콧구멍 상처,방사,2024-03-29,앨리스동물병원,2024-04-01,대구시 동구 신서로 72,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291303823.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291303622.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291303942.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240401150484.jpg
4.27347E+14,대구광역시,달서구,2024-03-29,조암로10길11,검흰,4.3,잡종,3살추정,수컷,양호,없음,방사,2024-03-29,동행동물병원,2024-03-30,조암로10길11,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291903532.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291903921.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240329190316.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404021804899.jpg
4.27348E+14,대구광역시,달성군,2024-03-29,가창로 33-16,검정,3.8,혼합,3살,암컷,양호,없음,방사,2024-03-29,동인동물병원,2024-04-01,가창로 33-16,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404031404491.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404031404297.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404031404444[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240403140486.jpg
4.27344E+14,대구광역시,남구,2024-03-29,대구 남구 고산2길 63-2,검정색회색흰색,2.98,코숏,10개월,수컷,양호,무,방사,2024-03-29,독사랑동물병원,2024-03-30,대구 남구 고산2길 63-2,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291403764[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291403781.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291403892.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404010904449.jpg
4.27347E+14,대구광역시,달서구,2024-03-29,대구시 달서구 장기로 17길18,흰색갈색얼룩무늬,3.45,코숏,2살추정,암컷,양호,없음,방사,2024-03-29,세림종합동물병원,2024-04-01,대구시 달서구 장기로 17길 18,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703802[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703743[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703779.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240401180449.jpg
4.27343E+14,대구광역시,서구,2024-03-29,서구 달서천로65길 28-26일대,치즈태비,5.2,코숏,3년령,수컷,양호,.,방사,2024-03-29,대구시수의사회(보경),2024-03-30,서구 달서천로65길 28-26일대,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240330120380.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240330120382.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403301203862.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403301203604.jpg
4.27348E+14,대구광역시,달성군,2024-03-29,대구광역시 달성군 화원읍 인흥길 21 ,삼색,3.2,KSH,1세령,암컷,양호,양호,방사,2024-03-29,화원연합동물병원,2024-04-01,화원읍 인흥길 21,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291203182.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291203398.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291203437.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011104266[1].jpg
4.27348E+14,대구광역시,달성군,2024-03-29,대구광역시 달성군 화원읍 화원로3길 66 (화원역태왕리더스),흰갈,3.3,KSH,1세령,수컷,양호,양호,방사,2024-03-29,화원연합동물병원,2024-03-30,화원로 4길 66,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291203113.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291203392.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291203440.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403301303991.jpg
4.27348E+14,대구광역시,달성군,2024-03-29,대구광역시 달성군 화원읍 화원로3길 66 (화원역태왕리더스),흰검,3.3,KSH,1세령,수컷,양호,양호,방사,2024-03-29,화원연합동물병원,2024-03-30,화원로 4길 66,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240329120388.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291203919.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291203951[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403301303687[1].jpg
4.27346E+14,대구광역시,수성구,2024-03-28,지산동 379-1,흰 + 검 + 갈,2.26,코숏,1세 추정,수컷,양호,.,방사,2024-03-28,멘토동물병원,2024-03-29,지산동 379-1,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281503519.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281503457[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281503766.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291603931.jpg
4.27346E+14,대구광역시,수성구,2024-03-28,지산동 379-1,흰 + 노랑,3.5,코숏,1세 추정,수컷,양호,.,방사,2024-03-28,멘토동물병원,2024-03-29,지산동 379-1,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281503553.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281503289.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281503472.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291603961.jpg
4.27342E+14,대구광역시,동구,2024-03-28,대구시 동구 신서로 72,삼색이,2.46,KSH,1,암컷,양호,건강함,방사,2024-03-28,앨리스동물병원,2024-04-01,대구시 동구 신서로 72,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403290903996[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403290903287.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403290903371.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011504511.jpg
4.27342E+14,대구광역시,동구,2024-03-28,대구시 동구 신서로 72,고등어,2,KSH,1,암컷,양호,건강함,방사,2024-03-28,앨리스동물병원,2024-04-01,대구시 동구 신서로 72,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403290903345.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403290903130.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403290903211[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011504418.jpg
4.27342E+14,대구광역시,동구,2024-03-28,대구시 동구 신서로 72,젖소,3.6,KSH,1,수컷,양호,왼쪽 뒷다리없음,방사,2024-03-28,앨리스동물병원,2024-03-29,대구시 동구 신서로 72,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403290903115.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403290903971.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240329090360.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240329140355.jpg
4.27347E+14,대구광역시,달서구,2024-03-28,대구광역시 달서구 새동네로 34 (용산동 성서보람타운),검은색 회색,4.1,KSH,1살추정,수컷,양호,없음,방사,2024-03-28,본리종합동물병원,2024-03-29,대구광역시 달서구 새동네로 34 (용산동 성서보람타운),-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281403515.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281403359[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281403490.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291303347.jpg
4.27346E+14,대구광역시,수성구,2024-03-28,성동로 37길 40,블랙 흰색,5.2,코숏,2살,수컷,양호,사나움 난폭함,방사,2024-03-28,세인트동물병원,2024-03-29,성동로 37길 40,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703300.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703825.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703961.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403301503674.jpg
4.27346E+14,대구광역시,수성구,2024-03-28,청호로 438,흰색 갈색,5.3,코숏,3살,수컷,양호,사나움 난폭함,방사,2024-03-28,세인트동물병원,2024-03-29,청호로 438,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703118.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703185[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703334.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403301503971[1].jpg
4.27344E+14,대구광역시,남구,2024-03-28,대구광역시 남구 대명복개로4길 153-4 (대명동),흰색 황색,2.52,코리안 숏헤어,1살추정,암컷,양호,제대 허니아 동반하여 외과교정함,방사,2024-03-28,리더스동물병원,2024-04-01,대구광역시 남구 대명복개로4길 153-4 (대명동),-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240328140361.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281403959.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281403981.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404021404241.jpg
4.27346E+14,대구광역시,수성구,2024-03-28,달구벌대로 669길 70,태비,4.9,코숏,2살,수컷,양호,겁이 많으며 조용한 성격,방사,2024-03-28,세인트동물병원,2024-03-29,달구벌대로 669길 70,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703435[2].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703520.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703126.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/04/202404221704416.jpg
4.27346E+14,대구광역시,수성구,2024-03-28,달구벌대로 669길 70,태비,4.1,코숏,3살,암컷,양호,조용하고 온순함,방사,2024-03-28,세인트동물병원,2024-04-01,달구벌대로 669길 70,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703906.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703186.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703247.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/04/20240422170465.jpg
4.27346E+14,대구광역시,수성구,2024-03-28,달구벌대로 659길 61-19,태비,3.1,코숏,2살,암컷,양호,순한편 겁이 많음,방사,2024-03-28,세인트동물병원,2024-04-01,달구벌대로 659길 61-19,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703223.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703274.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703658.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011404317.jpg
4.27344E+14,대구광역시,남구,2024-03-28,대구 남구 명덕로 14길 17,검정색흰색,3.38,코숏,8개월,수컷,양호,무,방사,2024-03-28,독사랑동물병원,2024-03-29,대구 남구 명덕로 14길 17,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703265.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703590.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703799.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703543.jpg
4.27344E+14,대구광역시,남구,2024-03-28,대구광역시 남구 대명남로 168-4 (대명동 가든아트빌),갈색연갈색,4.4,코숏,2년추정,수컷,양호,무,방사,2024-03-28,독사랑동물병원,2024-03-29,대구 남구 대명남로 168-4,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703256.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240328170389[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240328170383.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703212.jpg
4.27342E+14,대구광역시,동구,2024-03-28,대구 동구 과학로 17길 12,노+흰,2.62,코숏,1살추정,수컷,양호,진드기 교상,방사,2024-03-28,쿨펫동물병원,2024-03-29,동구 과학로17길 12,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281303285.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281303427.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281303582[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291603472.jpg
4.27346E+14,대구광역시,수성구,2024-03-28,수성구 달구벌대로 617길7,고등어,5.4,코숏,4살,수컷,양호,콧물많음,방사,2024-03-29,펫동물병원,2024-03-30,달구벌대로617길7,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703653.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703704[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703403[2].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403301203532.jpg
4.27346E+14,대구광역시,수성구,2024-03-28,노변공원로34,삼색,3.5,코숏,3살,암컷,양호,안구손상심함,방사,2024-03-29,펫동물병원,2024-04-01,노변공원로34,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703380[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703276[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703907[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011804130.jpg
4.27346E+14,대구광역시,수성구,2024-03-28,달구벌대로617길7,삼색,2.8,코숏,2살,암컷,양호,야윔,방사,2024-03-29,펫동물병원,2024-04-01,달구벌대로617길7,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703223.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703205[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291703905.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011804849.jpg
4.27343E+14,대구광역시,서구,2024-03-28,내당동 70-35,흰색흑갈색태비,4.2,KSH,2살 추정,수컷,치료요함,온몸이 비에 젖어 있음,방사,2024-03-28,대구시수의사회(평리),2024-03-30,내당동 70-35,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011204969.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011204483.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011204426.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011204698[2].jpg
4.27342E+14,대구광역시,동구,2024-03-28,대구시 동구 신서로 72,젖소,4.12,KSH,1,수컷,양호,건강,방사,2024-03-28,앨리스동물병원,2024-03-29,대구시 동구 신서로 72,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403290903448.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403290903662.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403290903743[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291403962.jpg
4.27348E+14,대구광역시,달성군,2024-03-28,테크노상업로 111,삼색,3.5,KSH,1살추정,암컷,양호,사나움,방사,2024-03-28,현풍동물병원,2024-03-31,테크노상업로 111,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404041704963[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404041704794[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404041704599[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404041704427[2].jpg
4.27348E+14,대구광역시,달성군,2024-03-28,테크노상업로 111,고등어,3,KSH,1살추정,암컷,양호,사나움,방사,2024-03-28,현풍동물병원,2024-03-31,테크노상업로 111,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404041704589.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404041704357.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404041704465[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404041704849[2].jpg
4.27348E+14,대구광역시,달성군,2024-03-28,테크노상업로 111,고등어,3,KSH,1살추정,암컷,양호,사나움,방사,2024-03-28,현풍동물병원,2024-03-31,테크노상업로 111,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404041704519[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404041704155[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404041704251.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404041704101.jpg
4.27346E+14,대구광역시,수성구,2024-03-28,청수로31길30,고등어치즈,3.9,코숏,1살추정,암컷,양호,.,방사,2024-03-28,허동물병원,2024-04-01,청수로31길30,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281303963.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011204523.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011204571.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011304968.jpg
4.27346E+14,대구광역시,수성구,2024-03-28,청수로31길30,고등어태비,3.18,코숏,1살추정,암컷,양호,.,방사,2024-03-28,허동물병원,2024-04-01,청수로31길30,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281303810.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011204830.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011204888.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011304964.jpg
4.27341E+14,대구광역시,중구,2024-03-28,남문시장,밤갈색,2.6,한국고양이,6달추정,수컷,양호,없슴,방사,2024-03-28,대구시수의사회(동산),2024-03-29,남문시장,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404081704267.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404081704765.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404081704824.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404081704755[3].jpg
4.27346E+14,대구광역시,수성구,2024-03-28,청수로31길30,클래식점박이,3.38,코숏,2살추정,수컷,양호,.,방사,2024-03-28,허동물병원,2024-03-29,청수로31길30,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281603538[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281603415.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281603459.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291503522.jpg
4.27346E+14,대구광역시,수성구,2024-03-28,청수로31길30,턱시도,3.84,코숏,3살추정,암컷,양호,.,방사,2024-03-28,허동물병원,2024-04-01,청수로31길30,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281603213.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281603869.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281603117[2].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202404011304819.jpg
4.27345E+14,대구광역시,북구,2024-03-27,칠곡중앙대로 115길24,고등어,3,코셧,1년,수컷,양호,무,방사,2024-03-27,강동물병원,2024-03-28,칠곡중앙대로 115길24,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240327230354[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403272303429.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403272303400[1].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403282003679.jpg
4.27346E+14,대구광역시,수성구,2024-03-27,대구광역시 수성구 지범로31안길 23 (지산동 지산선빌리지),흑색,3.5,한국고양이,2살,수컷,양호,사나움,방사,2024-03-27,금강동물병원,2024-03-30,지산동379-1,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291303216.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240329130367.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403291303369[2].jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403301803532.jpg
4.27345E+14,대구광역시,북구,2024-03-27,칠곡중앙대로 115길24,턱시도,2.8,코셧,1년,수컷,양호,무,방사,2024-03-27,강동물병원,2024-03-28,칠곡중앙대로 115길24,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403272303587.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403272303444.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403272303375.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403282003927.jpg
4.27345E+14,대구광역시,북구,2024-03-27,칠곡중앙대로 115길24,갈색,3.2,코셧,1년,수컷,양호,무,방사,2024-03-27,강동물병원,2024-03-28,칠곡중앙대로 115길24,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403272303169.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403272303498.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403272303371.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403282003811.jpg
4.27345E+14,대구광역시,북구,2024-03-27,칠곡중앙대로 115길24,고등어,2.8,코셧,1년,암컷,양호,무,방사,2024-03-27,강동물병원,2024-03-30,칠곡중앙대로 115길24,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240327230378.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403272303645.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403272303499.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403302203840.jpg
4.27346E+14,대구광역시,수성구,2024-03-27,청호로 438,블랙 흰색,4.6,코숏,3살,수컷,양호,사나움,방사,2024-03-27,세인트동물병원,2024-03-28,청호로 438,-,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403271703654.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403271703752.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/20240327170390.jpg,https://www.animal.go.kr/front/fileMng/imageView.do?f=/files/shelter/2024/03/202403281703136.jpg
